Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches
628,Davi Schuindt,br BRA,DF,Fluminense,21-178,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
629,Cleiton Schwengber,br BRA,GK,RB Bragantino,28-063,1997,25,25,2250,25.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
630,Kevin Serna,co COL,"FW,MF",Fluminense,27-308,1997,23,15,1343,14.9,4,3,7,4,0,0,3,0,3.3,3.3,2.3,5.6,53,32,120,0.27,0.20,0.47,0.27,0.47,0.22,0.16,0.38,0.22,0.38,Matches
631,Igor Serrote,br BRA,DF,Grêmio,20-234,2005,7,6,512,5.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,22,12,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
632,Juan Sforza,ar ARG,MF,Vasco da Gama,23-249,2002,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
633,Juan Sforza,ar ARG,MF,Juventude,23-249,2002,5,2,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,11,0,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
634,Shaylon,br BRA,MF,Mirassol,28-177,1997,7,1,191,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,14,9,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.13,0.05,0.13,Matches
635,Aderlan Silva,br BRA,DF,Santos,35-064,1990,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,2,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
636,Aderlan Silva,br BRA,DF,Sport Recife,35-064,1990,8,6,555,6.2,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,8,35,37,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
637,André Silva,br BRA,FW,São Paulo,28-140,1997,20,15,1357,15.1,5,2,7,4,1,1,5,0,4.5,3.7,2.6,6.3,9,17,62,0.33,0.13,0.46,0.27,0.40,0.30,0.17,0.47,0.25,0.42,Matches
638,João Silva,pt POR,DF,Sport Recife,26-280,1999,13,10,927,10.3,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.6,5,47,0,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06,Matches
639,Luan Silva,br BRA,MF,São Paulo,26-221,1999,6,2,173,1.9,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,0,10,6,0.00,0.00,0.00,0.00,0.00,0.35,0.15,0.49,0.35,0.49,Matches
640,Lucas Silva,br BRA,MF,Cruzeiro,32-247,1993,27,25,2160,24.0,2,2,4,2,0,0,4,0,0.7,0.7,1.3,2.0,30,138,21,0.08,0.08,0.17,0.08,0.17,0.03,0.05,0.08,0.03,0.08,Matches
641,Matheus Pereira da Silva,br BRA,MF,Fortaleza,27-238,1998,13,13,1053,11.7,0,3,3,0,0,0,3,0,0.4,0.4,1.5,2.0,18,96,14,0.00,0.26,0.26,0.00,0.26,0.04,0.13,0.17,0.04,0.17,Matches
642,Patrick Silva,br BRA,MF,Atlético Mineiro,21-216,2004,3,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
643,Thiago Silva,br BRA,DF,Fluminense,41-029,1984,18,17,1556,17.3,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,9,66,5,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches
644,Vinicius Silvestre,br BRA,GK,Fortaleza,31-207,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
645,Luis Sinisterra,co COL,FW,Cruzeiro,26-126,1999,4,0,70,0.8,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,1,6,1.29,0.00,1.29,1.29,1.29,0.46,0.06,0.52,0.46,0.52,Matches
646,Cédric Soares,pt POR,"DF,FW",São Paulo,34-051,1991,22,19,1643,18.3,0,2,2,0,0,0,1,0,0.2,0.2,2.1,2.3,23,58,90,0.00,0.11,0.11,0.00,0.11,0.01,0.12,0.13,0.01,0.13,Matches
647,Everton Soares,br BRA,"FW,MF",Flamengo,29-213,1996,17,8,674,7.5,1,1,2,1,0,0,0,0,1.7,1.7,0.5,2.2,30,23,81,0.13,0.13,0.27,0.13,0.27,0.22,0.07,0.29,0.22,0.29,Matches
648,Tiquinho Soares,br BRA,FW,Santos,34-277,1991,23,12,1130,12.6,2,3,5,0,2,2,3,0,3.6,2.1,1.0,3.1,3,17,36,0.16,0.24,0.40,0.00,0.24,0.29,0.08,0.37,0.16,0.25,Matches
649,Fernando Sobral,br BRA,MF,Ceará,30-308,1994,25,14,1266,14.1,1,0,1,1,0,0,7,0,0.3,0.3,0.4,0.7,10,72,15,0.07,0.00,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,Matches
650,Ramón Sosa,py PAR,"FW,MF",Palmeiras,26-051,1999,15,2,444,4.9,2,2,4,2,0,0,0,0,1.6,1.6,0.9,2.5,19,27,61,0.41,0.41,0.81,0.41,0.81,0.33,0.18,0.51,0.33,0.51,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
651,Yeferson Soteldo,ve VEN,"FW,MF",Santos,28-113,1997,5,3,326,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,31,17,41,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,Matches
652,Yeferson Soteldo,ve VEN,"FW,MF",Fluminense,28-113,1997,12,2,351,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,30,6,47,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
653,Souza,br BRA,DF,Santos,19-127,2006,15,11,916,10.2,0,2,2,0,0,0,2,0,0.3,0.3,1.1,1.4,19,33,57,0.00,0.20,0.20,0.00,0.20,0.03,0.11,0.14,0.03,0.14,Matches
654,Fabiano Souza,br BRA,DF,Ceará,25-221,2000,25,25,2103,23.4,0,1,1,0,0,0,6,0,0.2,0.2,0.4,0.6,24,70,30,0.00,0.04,0.04,0.00,0.04,0.01,0.02,0.03,0.01,0.03,Matches
655,Gabriel Souza,br BRA,"FW,MF",Vasco da Gama,20-289,2005,6,0,70,0.8,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,4,5,1.29,0.00,1.29,1.29,1.29,0.87,0.00,0.87,0.87,0.87,Matches
656,Hugo Souza,br BRA,GK,Corinthians,26-263,1999,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
657,Igor Vinícius de Souza,br BRA,DF,São Paulo,28-203,1997,3,2,164,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,8,18,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.15,0.12,0.15,Matches
658,Igor Vinícius de Souza,br BRA,DF,Santos,28-203,1997,12,7,613,6.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.6,16,26,36,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.24,0.05,0.24,Matches
659,Everaldo Stum,br BRA,FW,Fluminense,34-108,1991,20,8,816,9.1,2,0,2,2,0,1,1,0,2.8,2.0,1.3,3.3,7,9,47,0.22,0.00,0.22,0.22,0.22,0.31,0.14,0.45,0.22,0.36,Matches
660,Bruno Tabata,br BRA,"FW,MF",Internacional,28-205,1997,20,9,911,10.1,3,0,3,2,1,1,4,0,2.0,1.3,1.2,2.5,36,57,93,0.30,0.00,0.30,0.20,0.20,0.20,0.12,0.32,0.12,0.24,Matches
661,Gabriel Taliari,br BRA,FW,Juventude,28-191,1997,26,20,1595,17.7,4,2,6,4,0,0,5,0,3.3,3.3,0.9,4.2,17,24,63,0.23,0.11,0.34,0.23,0.34,0.19,0.05,0.23,0.19,0.23,Matches
662,Gonzalo Tapia,cl CHI,FW,São Paulo,23-245,2002,11,6,557,6.2,4,0,4,4,0,0,4,0,2.9,2.9,0.2,3.1,19,7,51,0.65,0.00,0.65,0.65,0.65,0.48,0.03,0.50,0.48,0.50,Matches
663,Tchê Tchê,br BRA,MF,Vasco da Gama,33-052,1992,21,19,1593,17.7,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.8,22,89,25,0.06,0.00,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches
664,Alex Teixeira,br BRA,"MF,FW",Vasco da Gama,35-288,1990,9,0,118,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,0,6,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
665,Alex Telles,br BRA,DF,Botafogo (RJ),32-310,1992,20,16,1243,13.8,3,3,6,1,2,2,1,0,2.2,0.6,2.3,2.9,24,63,51,0.22,0.22,0.43,0.07,0.29,0.16,0.16,0.32,0.04,0.21,Matches
666,Thaciano,br BRA,"FW,MF",Santos,30-162,1995,14,3,393,4.4,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,4,9,18,0.23,0.00,0.23,0.23,0.23,0.22,0.00,0.23,0.22,0.23,Matches
667,Thalys,br BRA,"MF,FW",Palmeiras,20-241,2005,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
668,Rafael Thyere,br BRA,DF,Sport Recife,32-157,1993,16,16,1395,15.5,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,9,40,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
669,Tiago,br BRA,"FW,MF",Bahia,20-196,2005,15,3,538,6.0,1,1,2,1,0,0,1,0,1.7,1.7,0.5,2.2,11,6,44,0.17,0.17,0.33,0.17,0.33,0.28,0.08,0.36,0.28,0.36,Matches
670,Guilherme Tinga,br BRA,DF,Fortaleza,32-050,1993,10,8,742,8.2,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,10,40,21,0.12,0.00,0.12,0.12,0.12,0.03,0.02,0.05,0.03,0.05,Matches
671,Titi,br BRA,DF,Fortaleza,37-223,1988,3,3,269,3.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
672,Rafael Tolói,it ITA,DF,São Paulo,35-011,1990,3,3,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
673,Félix Torres Caicedo,ec ECU,DF,Corinthians,28-283,1997,9,7,557,6.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,15,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
674,Facundo Torres,uy URU,"FW,MF",Palmeiras,25-191,2000,23,17,1392,15.5,4,3,7,4,0,0,2,0,2.8,2.8,2.8,5.7,27,74,104,0.26,0.19,0.45,0.26,0.45,0.18,0.18,0.37,0.18,0.37,Matches
675,Bruno Tubarão,br BRA,"FW,DF",Ceará,30-230,1995,7,0,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,7,9,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
676,Enner Valencia,ec ECU,FW,Internacional,35-351,1989,14,7,628,7.0,1,0,1,1,0,0,3,0,2.4,2.4,0.1,2.6,14,4,38,0.14,0.00,0.14,0.14,0.14,0.35,0.02,0.37,0.35,0.37,Matches
677,Vanderlan,br BRA,DF,Palmeiras,23-044,2002,3,3,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
678,Vanderlan,br BRA,DF,RB Bragantino,23-044,2002,10,10,853,9.5,0,1,1,0,0,0,1,0,0.1,0.1,1.3,1.4,13,35,39,0.00,0.11,0.11,0.00,0.11,0.01,0.14,0.14,0.01,0.14,Matches
679,Guillermo Varela,uy URU,DF,Flamengo,32-211,1993,17,11,1055,11.7,0,4,4,0,0,0,0,0,0.1,0.1,0.7,0.8,20,48,93,0.00,0.34,0.34,0.00,0.34,0.01,0.06,0.07,0.01,0.07,Matches
680,Pablo Vegetti,ar ARG,FW,Vasco da Gama,37-006,1988,26,23,1973,21.9,12,1,13,9,3,3,3,0,11.1,8.8,1.5,10.3,3,17,46,0.55,0.05,0.59,0.41,0.46,0.51,0.07,0.58,0.40,0.47,Matches
681,Raphael Veiga,br BRA,MF,Palmeiras,30-124,1995,17,9,711,7.9,2,2,4,1,1,1,1,0,1.8,1.0,1.5,2.5,9,46,36,0.25,0.25,0.51,0.13,0.38,0.23,0.19,0.42,0.13,0.32,Matches
682,Fausto Vera,ar ARG,MF,Atlético Mineiro,25-209,2000,14,12,960,10.7,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,12,52,8,0.09,0.00,0.09,0.09,0.09,0.05,0.02,0.07,0.05,0.07,Matches
683,Gabriel Veron,br BRA,"FW,MF",Santos,23-048,2002,6,1,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,8,9,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29,Matches
684,Gabriel Veron,br BRA,"FW,MF",Juventude,23-048,2002,12,6,594,6.6,0,0,0,0,0,0,0,0,0.4,0.4,1.1,1.5,17,16,41,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,Matches
685,João Victor,br BRA,DF,Mirassol,28-049,1997,25,25,2249,25.0,1,1,2,1,0,0,6,1,2.0,2.0,0.7,2.7,7,58,5,0.04,0.04,0.08,0.04,0.08,0.08,0.03,0.11,0.08,0.11,Matches
686,João Victor,br BRA,FW,Ceará,21-177,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
687,João Victor,br BRA,DF,Vasco da Gama,27-096,1998,16,16,1435,15.9,1,0,1,1,0,0,3,0,1.6,1.6,0.1,1.7,5,70,7,0.06,0.00,0.06,0.06,0.06,0.10,0.01,0.11,0.10,0.11,Matches
688,Marcos Victor,br BRA,DF,Ceará,23-299,2001,7,7,630,7.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,11,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
689,Viery,br BRA,DF,Grêmio,20-292,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
690,Lucas Villalba,ar ARG,DF,Cruzeiro,31-063,1994,25,25,2234,24.8,1,0,1,1,0,0,8,0,1.6,1.6,0.4,1.9,35,92,7,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.08,0.06,0.08,Matches
691,Mathías Villasanti,py PAR,MF,Grêmio,28-270,1997,16,14,1150,12.8,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,15,46,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
692,Matías Viña,uy URU,DF,Flamengo,27-346,1997,7,2,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,9,13,17,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
693,Vinícius,br BRA,MF,Ceará,34-189,1991,8,0,199,2.2,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,0,21,12,0.00,0.00,0.00,0.00,0.00,0.42,0.05,0.47,0.42,0.47,Matches
694,Alix Vinicius,br BRA,DF,RB Bragantino,25-349,1999,3,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
695,Carlos Vinícius,br BRA,FW,Grêmio,30-210,1995,6,5,373,4.1,3,0,3,2,1,1,1,1,2.1,1.3,0.1,1.3,0,5,16,0.72,0.00,0.72,0.48,0.48,0.50,0.01,0.51,0.31,0.32,Matches
696,Vitão,br BRA,DF,Internacional,25-261,2000,22,22,1958,21.8,0,1,1,0,0,0,4,0,0.8,0.8,1.1,1.9,11,83,2,0.00,0.05,0.05,0.00,0.05,0.04,0.05,0.09,0.04,0.09,Matches
697,Vitinho,br BRA,"FW,MF",Internacional,26-203,1999,17,10,851,9.5,2,1,3,2,0,0,4,0,1.8,1.8,1.3,3.1,15,15,67,0.21,0.11,0.32,0.21,0.32,0.19,0.14,0.33,0.19,0.33,Matches
698,Vitinho,br BRA,"FW,MF",Corinthians,32-012,1993,8,3,308,3.4,0,1,1,0,0,0,0,0,0.3,0.3,1.0,1.3,16,11,15,0.00,0.29,0.29,0.00,0.29,0.08,0.30,0.38,0.08,0.38,Matches
699,Vitinho,br BRA,DF,Botafogo (RJ),26-090,1999,28,26,2174,24.2,1,1,2,1,0,0,1,0,1.8,1.8,2.3,4.1,41,71,163,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17,Matches
700,Rayan Vitor,br BRA,FW,Vasco da Gama,19-079,2006,27,25,2211,24.6,11,1,12,9,2,2,3,0,7.4,5.8,1.4,7.2,58,55,140,0.45,0.04,0.49,0.37,0.41,0.30,0.06,0.36,0.24,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
701,Tiago Volpi,br BRA,GK,Grêmio,34-306,1990,24,24,2160,24.0,2,0,2,0,2,2,2,0,1.6,0.0,0.0,0.0,0,0,1,0.08,0.00,0.08,0.00,0.00,0.07,0.00,0.07,0.00,0.00,Matches
702,Wagner,br BRA,DF,Grêmio,26-090,1999,24,21,1919,21.3,0,1,1,0,0,0,2,0,1.5,1.5,0.7,2.2,6,57,1,0.00,0.05,0.05,0.00,0.05,0.07,0.03,0.10,0.07,0.10,Matches
703,Walace,br BRA,MF,Cruzeiro,30-200,1995,10,2,191,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
704,Wallace,br BRA,"FW,MF",Flamengo,20-255,2005,11,1,204,2.3,1,2,3,1,0,0,5,1,0.5,0.5,0.9,1.3,10,7,30,0.44,0.88,1.32,0.44,1.32,0.20,0.38,0.58,0.20,0.58,Matches
705,Walter,br BRA,GK,Mirassol,37-337,1987,22,22,1980,22.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
706,Wanderson,br BRA,"FW,MF",Cruzeiro,31-014,1994,26,24,1778,19.8,0,2,2,0,0,0,2,0,2.2,2.2,2.8,5.0,51,36,103,0.00,0.10,0.10,0.00,0.10,0.11,0.14,0.25,0.11,0.25,Matches
707,Deivid Washington,br BRA,FW,Santos,20-138,2005,17,5,557,6.2,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.5,5,11,33,0.16,0.00,0.16,0.16,0.16,0.20,0.03,0.24,0.20,0.24,Matches
708,José Welison,br BRA,MF,Fortaleza,30-224,1995,9,4,437,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,21,7,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
709,Wendell,br BRA,MF,Vitória,20-051,2005,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
710,Wendell,br BRA,DF,São Paulo,32-093,1993,16,11,838,9.3,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,25,38,48,0.00,0.11,0.11,0.00,0.11,0.04,0.09,0.13,0.04,0.13,Matches
711,Wesley,br BRA,DF,Flamengo,22-045,2003,11,11,982,10.9,1,2,3,1,0,0,4,0,0.3,0.3,1.0,1.4,35,46,124,0.09,0.18,0.27,0.09,0.27,0.03,0.10,0.13,0.03,0.13,Matches
712,Wesley,br BRA,"FW,MF",Internacional,26-205,1999,18,16,1233,13.7,0,3,3,0,0,0,2,0,2.3,2.3,1.8,4.1,49,38,116,0.00,0.22,0.22,0.00,0.22,0.17,0.13,0.30,0.17,0.30,Matches
713,Weverson,br BRA,DF,Fortaleza,25-108,2000,3,2,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,9,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
714,Wéverton,br BRA,GK,Palmeiras,37-312,1987,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
715,William,br BRA,DF,Cruzeiro,30-201,1995,22,17,1586,17.6,0,4,4,0,0,0,3,1,0.6,0.6,4.3,4.9,29,63,102,0.00,0.23,0.23,0.00,0.23,0.04,0.24,0.28,0.04,0.28,Matches
716,Willian,br BRA,MF,Vitória,32-158,1993,12,8,706,7.8,0,0,0,0,0,0,5,0,0.6,0.6,0.1,0.7,2,17,8,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches
717,Willian,br BRA,FW,Grêmio,37-073,1988,3,3,151,1.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,8,17,12,0.00,0.60,0.60,0.00,0.60,0.01,0.26,0.27,0.01,0.27,Matches
718,Estêvão Willian,br BRA,"MF,FW",Palmeiras,18-180,2007,11,9,831,9.2,0,3,3,0,0,0,3,0,1.2,1.1,2.0,3.1,48,34,93,0.00,0.32,0.32,0.00,0.32,0.13,0.22,0.35,0.12,0.34,Matches
719,Mateus Xavier,br BRA,"FW,MF",Santos,18-114,2007,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
720,Samuel Xavier,br BRA,DF,Fluminense,35-137,1990,20,17,1587,17.6,3,1,4,3,0,0,3,0,0.5,0.5,0.9,1.4,39,99,62,0.17,0.06,0.23,0.17,0.23,0.03,0.05,0.08,0.03,0.08,Matches
721,Yago,br BRA,"MF,FW",Mirassol,30-260,1995,16,7,562,6.2,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,9,38,21,0.00,0.16,0.16,0.00,0.16,0.05,0.07,0.12,0.05,0.12,Matches
722,Yago,br BRA,MF,Internacional,18-258,2007,2,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
723,Young,br BRA,GK,São Paulo,23-228,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
724,Vinícius Zanocelo,br BRA,MF,Ceará,24-264,2001,5,2,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,13,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
725,Lukas Zuccarello,br BRA,FW,Vasco da Gama,18-323,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
